https://www.youtube.com//watch?v=n4tWT-Tzff0,THE INCREDIBLE HULK (2008) University Battle [HD] Hulk Smash,JoBlo Superheroes,1.21M subscribers,"87,077,905 views",15-Aug-20,7:02,423K,67K,"13,574 Comments"
https://www.youtube.com//watch?v=L9IX9tMjQSE,Minecraft if You Could Play as Loki…,PrestonPlayz,11.3M subscribers,"2,747,109 views",18-Aug-21,10:54,96K,1.6K,"3,450 Comments"
https://www.youtube.com//watch?v=L9IX9tMjQSE,Minecraft if You Could Play as Loki…,PrestonPlayz,11.3M subscribers,"2,747,109 views",18-Aug-21,10:54,96K,1.6K,"3,450 Comments"
https://www.youtube.com//watch?v=3e7vHTcpc54,Loki Cuts Off Thor's Hand (Scene) Thor: The Dark World (2013) Movie CLIP HD,TopMovieClips,8.34M subscribers,"26,986,480 views",28-Jul-17,3:56,260K,7.6K,"5,367 Comments"
https://www.youtube.com//watch?v=3wbbc0yTvJc,Doctor Strange: In The Multiverse of Madness Official Trailer,Marvel Studios ,33.8K subscribers,"121,807 views",21-Oct-21,2:03,1.7K,2.2K,276 Comments
https://www.youtube.com//watch?v=31ZjnrHR8EA,"Hulk vs Loki - ""Puny God""- Hulk Smashing Loki - The Avengers | Movie CLIP HD",TopMovieClips,8.34M subscribers,"21,492,946 views",19-Feb-17,1:24,201K,3.5K,"11,718 Comments"
https://www.youtube.com//watch?v=7UhSxsjhVLs,S8: Vamana vs Loki,Captaintwiggy,1K subscribers,73 views,4-Nov-21,27:35:00,14,0,2 Comments
https://www.youtube.com//watch?v=UVvZwSm-ne0,LOKI EPISODE 1 BREAKDOWN! Easter Eggs & Details You Missed!,New Rockstars,3.31M subscribers,"3,694,270 views",10-Jun-21,27:27:00,96K,2.4K,0
https://www.youtube.com//watch?v=nAhtsWCEf7s,LOKI T-REX DINOSAUR🦖RESCUE CHALLENGE TRAP JUMP-Animal Revolt Battle Simulator,pikopiko games,6.46K subscribers,"68,792 views",1-Nov-21,8:00,390,78,5 Comments
https://www.youtube.com//watch?v=G4JuopziR3Q,Exclusive Clip | Loki | Disney+,Marvel Entertainment,17M subscribers,"18,020,779 views",11-Dec-20,2:44,695K,8.2K,"33,901 Comments"
https://www.youtube.com//watch?v=WWXHxlBCmt4,Loki Episode 3 Marvel TOP 10 Breakdown and Easter Eggs,Emergency Awesome,4.06M subscribers,"936,061 views",23-Jun-21,21:44,22K,554,"4,454 Comments"
https://www.youtube.com//watch?v=ZEdMI48kP8A,LOKI EPISODE 6 BREAKDOWN! Easter Eggs & Details You Missed!,New Rockstars,3.31M subscribers,"2,528,830 views",16-Jul-21,24:27:00,99K,1.6K,"4,980 Comments"
https://www.youtube.com//watch?v=jYr8K_RBup8,Marvel Studios' Loki | Official Trailer | Disney+,Marvel UK,616K subscribers,"368,986 views",5-Apr-21,2:16,16K,106,952 Comments
https://www.youtube.com//watch?v=k4XWEbg-1UM,Marvel Studios' LOKI | Episode 1 - FIRST 8 MINUTES | Disney+,Screen Culture,260K subscribers,"722,155 views",8-Jun-21,8:36,16K,1.7K,635 Comments
https://www.youtube.com//watch?v=hZhHumLkez0,How to make a harvest of bamboo in loki craft,Debangsh salampuria,6 subscribers,9 views,4-Nov-21,4:57,4,0,0 Comments
https://www.youtube.com//watch?v=8uezOyq8QLg,My Favorite Tom Hiddleston/Loki Edits and POVs (TikTok Compilation) Part 8,imnotdoinqqethelp,4.66K subscribers,941 views,4-Nov-21,6:26,94,0,15 Comments
https://www.youtube.com//watch?v=xij47f5KnX8,Loki craft cool idea for your house... Part 2,Itz_Ashley,2 subscribers,2 views,4-Nov-21,19:56,1,0,0 Comments
https://www.youtube.com//watch?v=ewqk-FOZhHA,Diwali With Loki Meditation,Why So Sirius? A Lokean Channel,1.65K subscribers,23 views,4-Nov-21,10:38,4,0,0 Comments
https://www.youtube.com//watch?v=hQ1dL9x4Xnc,First Meeting with Own Puppy | Day 1 | Loki boy Maya,LOKI boy,2.02K subscribers,179 views,Premiered 18 hours ago,6:08,26,0,7 Comments
https://www.youtube.com//watch?v=gfTQvtXsgMQ,Loki craft cool idea for your house... part 1,Itz_Ashley,2 subscribers,1 view,4-Nov-21,10:39,0,0,0 Comments
https://www.youtube.com//watch?v=KnWIkEwcyMU,LOKI Episode 6 Breakdown & Ending Explained Spoiler Review | MCU Easter Eggs & Season 2 Theories,Heavy Spoilers,787K subscribers,"1,023,548 views",14-Jul-21,21:05,37K,2K,"5,660 Comments"
https://www.youtube.com//watch?v=UCECPs9n_QE,Loki's Sacrifice 😱😭 Heart Touching Status 😎 Boys Attitude Status 👊 wasleyaar FR,wasleyaar FR,1.25M subscribers,"578,238 views",20-Jul-21,0:59,41K,436,131 Comments
https://www.youtube.com//watch?v=wLPoY-5j7Lw,Doctor Strange 2 | Will Loki Make an Appearance? | Release date | cast and more...,Display,9 subscribers,No views,5-Nov-21,5:19,1,0,0 Comments
https://www.youtube.com//watch?v=XJBO3xgcOnk,POV: Loki's coming...,as1eria01,3.2K subscribers,"7,112 views",4-Nov-21,0:14,1.2K,1,21 Comments
https://www.youtube.com//watch?v=P_v6JLFTaLI,Funkin night Friday versi Loki feat,Jangan Menyerah,253 subscribers,46 views,4-Nov-21,3:45,11,0,0
https://www.youtube.com//watch?v=0eJASjucTmU,Loki POV,Brooklyn Marvel POV’s & edits,31 subscribers,34 views,4-Nov-21,0:55,0,0,0 Comments
https://www.youtube.com//watch?v=cwdVRuNsZmI,Marvel Studios’ Assembled: The Making of Loki | Official Trailer,Marvel Entertainment,17M subscribers,"675,499 views",21-Jul-21,1:30,39K,230,"1,439 Comments"
https://www.youtube.com//watch?v=PlpjPCssEXE,"Marvel's Loki - Official Trailer (2021) Tom Hiddleston, Owen Wilson",IGN,16.1M subscribers,"15,434,793 views",11-Dec-20,2:44,301K,7.7K,"13,110 Comments"
https://www.youtube.com//watch?v=h8Sw2Grt0JU,Loki | Official Hindi Trailer | हिन्दी ट्रेलर,Official Hindi Trailer,48K subscribers,"452,464 views",9-Jun-21,2:35,8.3K,233,179 Comments
https://www.youtube.com//watch?v=WuiEKn2iwK0,LOKI Ending Explained: Why KANG is the New Thanos of the MCU | MARVEL Breakdown,ScreenCrush,976K subscribers,"975,048 views",15-Jul-21,12:27,27K,580,"2,346 Comments"
https://www.youtube.com//watch?v=iYpS70gCsvw,Loki - Bande-annonce officielle (VF) | Disney+,Marvel FR,183K subscribers,"2,178,038 views",5-Apr-21,2:16,9.1K,188,619 Comments
https://www.youtube.com//watch?v=GgdWQBvS0_A,Mid-Season Sneak Peek | Marvel Studios' Loki | Disney+,Marvel Entertainment,17M subscribers,"3,149,597 views",28-Jun-21,1:57,80K,665,"3,612 Comments"
https://www.youtube.com//watch?v=bn33WXgEm64,LOKI Trailer (2021),KinoCheck International,3.79M subscribers,"2,959,430 views",11-Dec-20,2:55,46K,1.3K,"2,694 Comments"
https://www.youtube.com//watch?v=qDCVmDJVWi0,Loki Episode 6 Ending Scene | Season 1 Final,Doğukan San,53.5K subscribers,"525,876 views",14-Jul-21,2:58,9.1K,133,"2,506 Comments"
https://www.youtube.com//watch?v=nVUuxTFLQLE,"Why LOKI Was Always Right (And Would Have Stopped Thanos, Too) | MARVEL Theory Breakdown",ScreenCrush,976K subscribers,"1,303,855 views",16-Jul-21,14:33,48K,1.3K,"3,383 Comments"
https://www.youtube.com//watch?v=eGfSimEbDF4,Loki Episode 1 Breakdown in Hindi | DesiNerd,DesiNerd,1.21M subscribers,"598,689 views",10-Jun-21,12:52,40K,827,"2,054 Comments"
https://www.youtube.com//watch?v=t-yVLjhKcrs,LOKI EPISODE 2 BREAKDOWN! Easter Eggs & Details You Missed!,New Rockstars,3.31M subscribers,"2,281,066 views",17-Jun-21,22:01,65K,1.2K,"3,404 Comments"
https://www.youtube.com//watch?v=-bJLEnYRJp0,LOKI: What's the Point? | EVERYTHING Explained + Full MARVEL Series Breakdown,ScreenCrush,976K subscribers,"244,618 views",27-Jul-21,19:21,8.3K,230,653 Comments
https://www.youtube.com//watch?v=Uc3i-fMCJtY,Loki Episode 6 Ending Explained,Looper,5.51M subscribers,"229,900 views",15-Jul-21,6:00,4.3K,152,482 Comments
https://www.youtube.com//watch?v=mCrzuHBvJpg,Top 10 Things You Missed in Loki Episode 5,WatchMojo.com,24M subscribers,"446,025 views",8-Jul-21,12:48,10K,227,737 Comments
https://www.youtube.com//watch?v=cB04Re6_Fp4,LOKI EPISODE 5 BREAKDOWN! EVERY Easter Egg & Detail FOUND!,New Rockstars,3.31M subscribers,"2,048,760 views",9-Jul-21,19:29,75K,1.2K,"4,996 Comments"
https://www.youtube.com//watch?v=TpFZ4bVG5-o,Loki Episode 6 Breakdown | For All Time. Always. | SuperSuper,SuperSuper,1.49M subscribers,"674,010 views",14-Jul-21,8:01,54K,837,"2,221 Comments"
https://www.youtube.com//watch?v=WByjF09DpKk,CHAPATI CRAFTED CUSTOM LOKI ARMOUR TO SAVE DUBAI CITY,Hindustan Gamer Loggy,6.12M subscribers,"1,859,703 views",7-Sep-21,10:53,186K,3.5K,"2,354 Comments"
https://www.youtube.com//watch?v=eZZYzTkx1a8,LOKI EPISODE 4 BREAKDOWN! Easter Eggs & Details You Missed!,New Rockstars,3.31M subscribers,"2,163,396 views",2-Jul-21,19:35,73K,4.3K,"4,288 Comments"
https://www.youtube.com//watch?v=xJvqtU3xskU,loki being chaotic for 6 minutes straight,spellbooked,609K subscribers,"178,878 views",16-Aug-21,6:00,8.4K,45,309 Comments
https://www.youtube.com//watch?v=VGG85TuIJpY,LOKI: Kang Master Plan Explained! What Was He Who Remains' Trick?,New Rockstars,3.31M subscribers,"1,095,641 views",19-Jul-21,9:34,34K,742,"1,355 Comments"
https://www.youtube.com//watch?v=6w928OfOpiE,Loki Episode 4 Explained: ek episode me kitne saare twist 😱,BnfTV,579K subscribers,"269,307 views",30-Jun-21,11:23,31K,745,"2,885 Comments"
https://www.youtube.com//watch?v=g02oRBMNvp8,Loki Episode 6 Finale Marvel TOP 10 Breakdown Easter Eggs and Ending Explained,Emergency Awesome,4.06M subscribers,"2,017,582 views",14-Jul-21,24:44:00,47K,949,"7,019 Comments"
https://www.youtube.com//watch?v=o1iT2p0VJPc,Loki Origin & Powers Explained In HINDI | Loki In Avengers Infinity War | Loki Marvel Comics,Movies 24x7,1.21M subscribers,"1,565,424 views",30-Jan-18,10:00,26K,1.6K,812 Comments
https://www.youtube.com//watch?v=8Ed_tfGwnh4,loki being iconic for 3 minutes straight,spellbooked,609K subscribers,"2,740,017 views",5-Jun-20,3:00,139K,549,0
https://www.youtube.com//watch?v=kk-8DmwFkpA,Loki Episode 5 Marvel TOP 10 Breakdown Easter Eggs and Ending Explained,Emergency Awesome,4.06M subscribers,"1,594,659 views",7-Jul-21,26:42:00,32K,743,"7,400 Comments"
https://www.youtube.com//watch?v=yZ3QejFXu70,LOKI Episode 5 Breakdown & Ending Explained Spoiler Review | Marvel Easter Eggs & Things You Missed,Heavy Spoilers,787K subscribers,"868,760 views",7-Jul-21,22:03,26K,632,"3,516 Comments"
https://www.youtube.com//watch?v=ZDwQ3MA2Ne0,Miscellaneous Myths: Loki,Overly Sarcastic Productions,1.77M subscribers,"2,143,143 views",9-Apr-21,27:09:00,103K,737,"9,410 Comments"
https://www.youtube.com//watch?v=MDmauvWzjFY,LOKI Final Scene: New Kang Timeline Explained!,New Rockstars,3.31M subscribers,"1,382,378 views",17-Jul-21,8:57,42K,1K,"2,323 Comments"
https://www.youtube.com//watch?v=b589eB6yC2o,Loki Made Avengers: Endgame a 100x Better Movie!,The Canadian Lad,1.35M subscribers,"1,189,971 views",27-Jul-21,5:58,65K,1K,"3,072 Comments"
https://www.youtube.com//watch?v=tyZJqbSbCA4,Lokki | Episode 07 16th October 2021,TV Derana,3.29M subscribers,"746,427 views",16-Oct-21,39:50:00,11K,765,0
https://www.youtube.com//watch?v=GLFFfUvQvPk,LOKI Episode 2 Breakdown & Ending Explained Spoiler Review | Marvel Easter Eggs & Things You Missed,Heavy Spoilers,787K subscribers,"617,931 views",16-Jun-21,22:42,19K,729,0
https://www.youtube.com//watch?v=5vpCIadly88,Miss Minutes | Marvel Studios' Loki | Disney+,Marvel Entertainment,17M subscribers,"2,486,884 views",19-May-21,1:00,131K,492,0
https://www.youtube.com//watch?v=HW8tKKPDqD8,LOKI Episode 1 Breakdown & Ending Explained Spoiler Review | Marvel Easter Eggs & Things You Missed,Heavy Spoilers,787K subscribers,"523,516 views",9-Jun-21,24:07:00,17K,518,"2,578 Comments"
https://www.youtube.com//watch?v=aXnUBmepcic,I Watched Loki Ep. 3 in 0.25x Speed and Here's What I Found,The Canadian Lad,1.35M subscribers,"1,225,945 views",25-Jun-21,15:03,77K,852,"8,620 Comments"
https://www.youtube.com//watch?v=DcT677p8K2o,LOKI: How Iron Man Knew About Kang in The MCU - Marvel Explained,Emergency Awesome,4.06M subscribers,"2,724,591 views",26-Jul-21,11:55,53K,1.8K,"3,014 Comments"
https://www.youtube.com//watch?v=uMbE_VCKhtE,LOKI Episode 4 Breakdown & Ending Explained Spoiler Review | MCU Easter Eggs & Post Credits Scene,Heavy Spoilers,787K subscribers,"827,833 views",30-Jun-21,22:24,25K,959,"3,567 Comments"
https://www.youtube.com//watch?v=HP6BlHRnudU,Loki (2021) Explained in Bangla | marvel superheroes | cine series central,cineseries central,175K subscribers,"719,980 views",20-Jul-21,31:10:00,26K,973,991 Comments
https://www.youtube.com//watch?v=ugI4T5CwmLY,Lokki | Episode 01 25th September 2021,TV Derana,3.29M subscribers,"1,211,934 views","Premiered Sep 25, 2021",53:08:00,25K,1.4K,"2,655 Comments"
https://www.youtube.com//watch?v=aDSNq0EWqjE,Ashish Meets Loki,DisneyPlus Hotstar IN,91.4K subscribers,"769,111 views",12-Jun-21,6:07,67K,824,"1,767 Comments"
https://www.youtube.com//watch?v=Ps6vODuyn8U,Loki Episode 2 Marvel TOP 10 Breakdown and Easter Eggs,Emergency Awesome,4.06M subscribers,"1,099,470 views",16-Jun-21,26:11:00,21K,503,"3,115 Comments"
https://www.youtube.com//watch?v=amdp4bN1RaE,"LOKI 1x05: Every Easter Egg + RED SKULL  Connection Explained | Marvel References, Episode BREAKDOWN",ScreenCrush,976K subscribers,"968,995 views",8-Jul-21,14:12,25K,915,"3,019 Comments"
https://www.youtube.com//watch?v=3yh_wt5-I6k,Where is Loki After Endgame? Explained In HINDI | LOKI TV Series | LOKI Death & Return,Movies 24x7,1.21M subscribers,"1,168,687 views",7-Nov-19,4:41,31K,1.3K,558 Comments
https://www.youtube.com//watch?v=O4tNsV8bPXg,Loki Episode 1 Marvel TOP 10 Breakdown and Ending Explained,Emergency Awesome,4.06M subscribers,"1,263,476 views",9-Jun-21,25:06:00,26K,600,"4,017 Comments"
https://www.youtube.com//watch?v=qnyxz3T4DOc,LOKI EPISODE 3 BREAKDOWN! Easter Eggs & Details You Missed!,New Rockstars,3.31M subscribers,"1,764,824 views",26-Jun-21,17:34,57K,1.2K,"2,687 Comments"
https://www.youtube.com//watch?v=pxrHLp1zoKs,Lokki | Episode 09 23rd October 2021,TV Derana,3.29M subscribers,"722,542 views","Premiered Oct 23, 2021",42:58:00,12K,900,"1,042 Comments"
https://www.youtube.com//watch?v=3j7RclUBzBw,LOKI Web Series LAST EPISODE Review | Yogi Bolta Hai,YOGI BOLTA HAI,219K subscribers,"342,971 views",14-Jul-21,2:58,23K,486,709 Comments
https://www.youtube.com//watch?v=9ENYHq5AFOQ,Lokki | Episode 10 24th October 2021,TV Derana,3.29M subscribers,"762,416 views",24-Oct-21,41:44:00,13K,816,"1,371 Comments"
https://www.youtube.com//watch?v=IFN6MPvCYVY,Loki Pitch Meeting,Screen Rant,8.32M subscribers,"1,752,084 views","Premiered Jul 28, 2021",7:47,102K,819,"6,997 Comments"
https://www.youtube.com//watch?v=ItRx5cIIvCs,Evolution of LOKI Powers #Shorts #Evolution,Short Movie Clips,84.6K subscribers,"154,647 views",1-Aug-21,0:30,10K,330,77 Comments
https://www.youtube.com//watch?v=FJBYGEQ8UtY,Lokki | Episode 08 17th October 2021,TV Derana,3.29M subscribers,"619,345 views",17-Oct-21,42:38:00,10K,646,754 Comments
https://www.youtube.com//watch?v=aGLg84B4_JY,LOKI: Why the INFINITY STONES are Useless Now + What DR STRANGE Saw in Infinity War MARVEL Breakdown,ScreenCrush,976K subscribers,"1,589,064 views",12-Jun-21,7:51,34K,837,"3,153 Comments"
https://www.youtube.com//watch?v=Ue5CUEZyfKI,LOKI 1x01: Every Easter Egg + Secret Thanos Origin Revealed | Marvel References & Episode BREAKDOWN,ScreenCrush,976K subscribers,"695,781 views",9-Jun-21,18:48,20K,561,0
https://www.youtube.com//watch?v=dImC_3LQo9M,Lokki | Episode 02 26th September 2021,TV Derana,3.29M subscribers,"897,110 views",26-Sep-21,43:25:00,16K,1K,"1,469 Comments"
https://www.youtube.com//watch?v=PDfUYP-cwZA,"LOKI: Every Clue That it Was Really KANG, All Along | MARVEL Series Explained",ScreenCrush,976K subscribers,"513,953 views",20-Jul-21,10:32,11K,295,812 Comments
https://www.youtube.com//watch?v=9Isnx3mjvOo,Lokki | Episode 03 02nd October 2021,TV Derana,3.29M subscribers,"756,411 views",2-Oct-21,44:14:00,13K,861,957 Comments
https://www.youtube.com//watch?v=ieOIhTcfGew,Lo ki - Munting Paraiso (Official Music Video),Lo Ki,14.8K subscribers,"329,573 views","Premiered Dec 20, 2019",5:10,5.3K,122,478 Comments
https://www.youtube.com//watch?v=E1dKbVnNE1Q,best of loki,observations,218K subscribers,"3,919,243 views",3-Dec-18,4:30,139K,574,"4,579 Comments"
https://www.youtube.com//watch?v=jF1vSXa1eY0,ENTRANDO NO HUGGY WUGGY NO MINECRAFT !! ( POPPY PLAYTIME ),Loki,759K subscribers,"12,207 views",4-Nov-21,14:35,1K,24,21 Comments
https://www.youtube.com//watch?v=JAFSn5JLt7o,Loki Episode 4 Marvel TOP 10 Breakdown Easter Eggs and Ending Explained,Emergency Awesome,4.06M subscribers,"1,394,726 views",30-Jun-21,23:03,34K,757,"5,868 Comments"
https://www.youtube.com//watch?v=5dGJk6GVjrc,LOKI: Episode 1 អាទិទេពឧបាយកល(វគ្គ១) - សម្រាយរឿង Films Explained in Khmer | Loki Recaps,Sim Pxch,285K subscribers,"256,658 views","Premiered Jun 29, 2021",32:18:00,12K,147,627 Comments
https://www.youtube.com//watch?v=pyJlZGLhvaI,Loki being done with himself the whole episode || humor [episode 5],francia v.,72.7K subscribers,"1,376,938 views",7-Jul-21,9:26,36K,408,"2,208 Comments"
https://www.youtube.com//watch?v=pzcXhos-EAk,SIAPAKAH DIA? | LOKI EPISODE 6 BREAKDOWN DETAILS DAN EASTER EGGS,keramagz,943K subscribers,"299,590 views",15-Jul-21,24:22:00,9.8K,165,"1,915 Comments"
https://www.youtube.com//watch?v=u3Kabz0YTMM,LOKI: Every Plot Hole and Unanswered Question--EXPLAINED | Marvel Breakdown,ScreenCrush,976K subscribers,"203,610 views",22-Jul-21,14:54,6.8K,182,865 Comments
https://www.youtube.com//watch?v=78lBnjto4wo,Film Theory: The Secret Villain of Loki is... YOU! (Loki),The Film Theorists,10.2M subscribers,"2,017,614 views",17-Jun-21,17:12,106K,1.8K,"6,255 Comments"
https://www.youtube.com//watch?v=iQcrMptPHek,Loki: How the Finale Affects the MCU’s Future (Nerdist News w/ Dan Casey),Nerdist,2.7M subscribers,"86,630 views",16-Jul-21,10:52,3.4K,47,348 Comments
https://www.youtube.com//watch?v=ZbJABGGkRsA,Loki Episode 5 REACTION! TVA Creator Finally Revealed? | Inside Marvel,New Rockstars,3.31M subscribers,"1,011,567 views",8-Jul-21,37:52:00,30K,799,"3,911 Comments"
https://www.youtube.com//watch?v=gfKgy71PaUA,LOKI: Kang Hidden in MCU Since the Beginning?,New Rockstars,3.31M subscribers,"1,780,267 views",23-Jul-21,10:14,45K,1.2K,"1,833 Comments"
https://www.youtube.com//watch?v=T-IgkEyFBEM,I Watched Loki Ep. 1 in 0.25x Speed and Here's What I Found,The Canadian Lad,1.35M subscribers,"2,832,574 views",11-Jun-21,15:00,128K,1.8K,"7,603 Comments"
https://www.youtube.com//watch?v=iC-0y3wyw_U,Loki - All Powers and Abilities from the MCU,Jotham,22.2K subscribers,"1,682,078 views",6-Jun-20,9:05,33K,642,"1,808 Comments"
https://www.youtube.com//watch?v=n2Tg-OmOztM,"Loki, the MCU, and Narcissism",Lindsay Ellis,1.19M subscribers,"702,802 views",2-Sep-21,36:33:00,42K,765,"3,907 Comments"
https://www.youtube.com//watch?v=emfdVqA37Lg,Shin Megami Tensei 5 - Loki Vol.193 [ENGLISH SUBS],BuffMaister,53K subscribers,"8,199 views",3-Nov-21,0:54,436,2,110 Comments
https://www.youtube.com//watch?v=-JPkvO1e1Gw,Thor vs Loki - Final Battle Scene - Thor (2011) Movie CLIP HD,TopMovieClips,8.34M subscribers,"22,904,141 views",19-Mar-17,3:48,180K,5.8K,"5,374 Comments"
https://www.youtube.com//watch?v=DxlFn4RWamg,مراجعة مسلسل LOKI,Maher Mosly,1.14M subscribers,"184,312 views",17-Jul-21,17:12,14K,196,863 Comments
https://www.youtube.com//watch?v=geDTFywFTZg,Loki Laufeyson » Numb,laurakenji,8.89K subscribers,"2,711,902 views",15-Feb-18,3:22,109K,875,"2,616 Comments"
https://www.youtube.com//watch?v=klzMN_CLJcU,"Tom Hiddleston Breaks Down His Career, from 'The Avengers' to 'Loki' | Vanity Fair",Vanity Fair,3.38M subscribers,"1,671,259 views",25-Jun-21,18:23,88K,292,"2,352 Comments"
https://www.youtube.com//watch?v=eP0RcqZdyr0,CREO UNA PRISIÓN PARA BEBÉS en BROOKHAVEN - Roblox YoSoyLoki,YoSoyLoki,1.23M subscribers,"95,306 views",3-Nov-21,14:27,4.7K,107,609 Comments
https://www.youtube.com//watch?v=myDbNeuLKJo,LOKI TẬP 1: Giải thích các chi tiết có thể bạn bỏ qua,Phê Phim,1.36M subscribers,"471,758 views",12-Jun-21,16:27,12K,209,850 Comments
https://www.youtube.com//watch?v=IIR8l5bHtnk,ENCUENTRO a HUGGY WUGGY de POPPY PLAYTIME en BROOKHAVEN - Roblox YoSoyLoki,YoSoyLoki,1.23M subscribers,"76,963 views",4-Nov-21,15:30,3.8K,114,568 Comments
https://www.youtube.com//watch?v=ASUNyQoT6Mc,Thor Loki Funny Scene hd Status  #Shorts,Skydoo,169K subscribers,"10,194,268 views",17-Jul-21,0:25,593K,8.7K,649 Comments
https://www.youtube.com//watch?v=vUjed_bbbwo,LOKI MANA YANG BAKAL DI LAWAN LOKI & TVA?? | LOKI EPISODE 1 BREAKDOWN & ENDING EXPLAINED,Breakdown Channel Universe,674K subscribers,"261,298 views",10-Jun-21,16:29,6.6K,162,"1,220 Comments"
https://www.youtube.com//watch?v=R2TqWi_PSug,"'Loki' Episode 4 ""The Nexus Event"" | Analysis & Review",CinemaBlend,219K subscribers,"46,014 views",1-Jul-21,11:49,754,38,178 Comments
https://www.youtube.com//watch?v=9qLlswQqzis,Loki Ep 1 I Secretos y curiosidades,The Top Comics,4.22M subscribers,"1,240,536 views",9-Jun-21,13:59,71K,1.1K,"2,798 Comments"
https://www.youtube.com//watch?v=0vKHoTF7-T4,Vlog n°680 - Loki (Disney+),Durendal1,304K subscribers,"139,477 views",15-Jul-21,1:01:12,5.9K,133,"1,103 Comments"
